344	24	7	4	5	33	-1
344	18	6	4	5	9	-1
344	77	16	3	5	29	-1
344	18	5	4	5	12	-1
344	11	61	4	5	64	-1
344	18	8	4	5	9	-1
344	68	8	5	5	44	-1
344	68	8	4	18	44	-1
344	18	6	4	5	17	-1
344	78	16	3	5	85	-1
345	5	4	-1	-1	-1	-1
345	10	6	-1	-1	-1	-1
345	7	4	-1	-1	-1	-1
345	4	4	-1	-1	-1	-1
345	2	2	-1	-1	-1	-1
345	3	2	-1	-1	-1	-1
345	12	7	-1	-1	-1	-1
345	15	4	-1	-1	-1	-1
345	5	5	-1	-1	-1	-1
345	5	0	-1	-1	-1	-1
346	3	0	1	0	-1	-1
346	10	6	1	0	-1	-1
346	12	2	1	2	-1	-1
346	12	2	1	0	-1	-1
346	21	15	1	2	-1	-1
346	20	15	1	0	-1	-1
346	10	3	1	0	-1	-1
346	10	0	1	0	-1	-1
346	20	15	1	2	-1	-1
346	10	6	1	2	-1	-1
347	2	6	0	2	-1	-1
347	2	6	0	8	-1	-1
347	2	24	0	4	-1	-1
347	13	32	0	1	-1	-1
347	2	6	0	4	-1	-1
347	2	11	0	4	-1	-1
347	3	7	0	2	-1	-1
347	2	20	0	4	-1	-1
347	2	6	2	2	-1	-1
347	2	13	0	2	-1	-1
340	0	0	-1	-1	-1	-1
340	0	1	-1	-1	-1	-1
340	12	0	-1	-1	-1	-1
340	13	0	-1	-1	-1	-1
340	1	0	-1	-1	-1	-1
340	13	1	-1	-1	-1	-1
340	7	5	-1	-1	-1	-1
340	23	3	-1	-1	-1	-1
340	12	1	-1	-1	-1	-1
340	0	16	-1	-1	-1	-1
341	0	0	4	-1	-1	-1
341	5	0	0	-1	-1	-1
341	1	0	0	-1	-1	-1
341	0	0	0	-1	-1	-1
341	0	0	10	-1	-1	-1
341	6	0	0	-1	-1	-1
341	1	0	10	-1	-1	-1
341	6	0	4	-1	-1	-1
341	6	0	10	-1	-1	-1
341	5	0	10	-1	-1	-1
342	3	2	3	-1	-1	-1
342	0	0	3	-1	-1	-1
342	2	0	3	-1	-1	-1
342	2	2	3	-1	-1	-1
342	1	0	3	-1	-1	-1
342	2	4	3	-1	-1	-1
342	2	0	1	-1	-1	-1
342	72	2	3	-1	-1	-1
342	5	0	3	-1	-1	-1
342	0	0	1	-1	-1	-1
343	2	0	0	-1	-1	-1
343	3	13	2	-1	-1	-1
343	0	0	0	-1	-1	-1
343	3	13	4	-1	-1	-1
343	2	13	2	-1	-1	-1
343	2	5	2	-1	-1	-1
343	3	5	2	-1	-1	-1
343	11	0	0	-1	-1	-1
343	2	13	4	-1	-1	-1
343	1	13	2	-1	-1	-1
348	0	13	1	0	-1	-1
348	0	0	1	1	-1	-1
348	0	20	2	0	-1	-1
348	0	1	1	0	-1	-1
348	22	5	9	1	-1	-1
348	20	10	9	0	-1	-1
348	0	5	13	0	-1	-1
348	11	6	15	1	-1	-1
348	0	1	1	1	-1	-1
348	10	10	14	1	-1	-1
349	12	0	1	11	-1	-1
349	12	0	2	11	-1	-1
349	3	8	2	4	-1	-1
349	12	9	1	11	-1	-1
349	3	8	1	4	-1	-1
349	14	8	2	4	-1	-1
349	12	9	2	11	-1	-1
